Directorate,Operations,URN,MPS,IRIS,DIR,BTP,EIRF,WAASB,ASIF,SHE,MTR,LORRL,Date Entered,Incident Date,Year,Month,Weekday,Time,Hour,HourGroup,FinancialPeriodInYear,Period,Week,Qtr,Station,Bus Route,Location / Road Name,Area Within Station,Area Within Station (2),HOCO,Line Management,Area Management,Cover Group,Bus Route Journey,Bus Garage,Bus Operator,Boroughs,Ward,Easting,Northing,Description,Classification,Harm Score,Trigger 1,Trigger 2,Trigger 3,Spit,"Hate (D,F,H,R)",Intox,"RS / Beg (B,R)",Youth,Rep Off,"Ped Con (B,E,R,S)",Off Bus,Through Window,Weapon (seen/used),Liquid,Number of Vics,Victim 1 Gender,Victim 1 Job Role,Victim 2 Gender,Victim 2 Job Role,Victim 3 Gender,Victim 3 Job Role,Victim 4 Gender,Victim 4 Job Role,Victim 5 Gender,Victim 5 Job Role,Suspect Number (Aprox),Suspect Gender,CheckForSubject,CheckForAction,Confidence,Date_Created,ReportingLag
,,9531175,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,16:18,16,2pm-6pm,9,,,,,217,"GREAT CAMBRIDGE ROAD - HERTFORDSHIRE, ENFIELD, LONDON BOROUGH OF HARINGEY",,,,,,,,,,Enfield,,532575,192146,"drunk male lying on floor - confirmed breathing. drv reqs mps.
las offered but drv asking for mps as says he feels is most appropriate based on what can be seen.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,26/11/2023 19:33,
,,9531195,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,16:30,16,2pm-6pm,9,,,,,217,SOUTHBURY ROAD - ENFIELD,,,,,,,,,,Enfield,,534518,196266,"alleges abusive male won't pay alight.
CLEAR CALL 1632",FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,26/11/2023 16:33,
,,9531196,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,16:31,16,2pm-6pm,9,,,,,83,[BLANK],,,,,,,,,,Barnet,,525227,187440,"MALE, REFUSED TO LEAVE AT END OF RTE",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 16:33,
,,9531201,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,16:33,16,2pm-6pm,9,,,,,254,DALSTON LANE - HACKNEY,,,,,,,,,,Hackney,,534615,185198,"RTE 30 HAD YOUTH HANGING FROM BACK OF BUS, TOWARDS DALSTON JUNC
UNABLE TO LOCATE BUS ON I-BUS
CALLED CONTROLLER - HE WILL CHECK BUSES IN AREA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 16:40,
,,9531206,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,16:40,16,2pm-6pm,9,,,,,140,"YEADING LANE - HILLINGDON, EALING",,,,,,,,,,Hillingdon,,510652,181092,"2 X ROUGH SLEEPERS, REFUSING TO LEAVE, 1 MALE & 1 FEMALE",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 19:33,
,,9531211,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,16:45,16,2pm-6pm,9,,,,,,[BLANK],,,,,,,,,,Croydon,,532066,165791,"male - 83yrs - ic1 - medium build - 5ft6 - bald - black beanie hat - black jacket - black trousers and black shoes.
missing from house of fraser area approx 1600hrs. has dementia.
poss route 50.
all call done.      UPDATED RTPC RE REF 526    HIGH  RO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 17:30,
,,9531229,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,17:03,17,2pm-6pm,9,,,,,87,[BLANK],,,,,,,,,,Wandsworth,,527333,175448,"BUS HAVING CONTINUYED,   ONLY THAT TEENAGERS NO DESC PASSED,  MAY HAVE TROWN AN EGG AT A PASSENGER.    NFD RELAYED.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 17:06,
,,9531231,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,17:11,17,2pm-6pm,9,,,,,67,[BLANK],,,,,,,,,,Hackney,,533570,184665,"UNABLE TO FIND / CONFIRM AS NOT UPDATED RE DOOR CODES.      ADVISED TO CALL BASE. 


RE TOILET CODE OF COURSE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 17:14,
,,9531246,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,17:29,17,2pm-6pm,9,,,,,22,OXFORD STREET - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,529019,181237,"Lots of people christmas shopping at Oxford Circus.  Cam 7452

It's Christmas time, there's no need to be afraid
At Christmas time, we let in light and we banish shade
And in our world of plenty we can spread a smile of joy
Throw your arms aroun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 18:05,
,,9531248,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,17:30,17,2pm-6pm,9,,,,,174,DAGNAM PARK DRIVE - HAVERING,,,,,,,,,,Havering,,555485,191940,fem sleeper - confirmed breathing.,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 19:33,
,,9531251,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,17:33,17,2pm-6pm,9,,,,,349,[BLANK],,,,,,,,,,Enfield,,534498,193630,"MALE PAX, VERBALLY ABUSING DVR, BANGING ON BUS WINDOW, STARTED AS FARE DISPUTE AS MALE HAS EXPIRED PASS

FROM BSC - THIS IS NOW CLEAR, BSC ALSO CALLED MPS AS MALE THREATENED TO STAB DVR AND SPAT AT HER (CAPTURED ON BODY WORN CAMERA), MALE LEFT AND",FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,25/11/2023 21:09,
,,9531252,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,17:33,17,2pm-6pm,9,,,,,22,[BLANK],,,,,,,,,,Westminster,,529101,181233,aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 17:34,
,,9531253,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,17:34,17,2pm-6pm,9,,,,,55,[BLANK],,,,,,,,,,Westminster,,529101,181233,its busy - aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 17:34,
,,9531306,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,18:13,18,6pm-10pm,9,,,,,319,NORTHCOTE ROAD - WANDSWORTH,,,,,,,,,,Wandsworth,,527502,174896,[BLANK],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 18:15,
,,9531330,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,18:29,18,6pm-10pm,9,,,,,176,LONDON ROAD - SOUTHWARK,,,,,,,,,,Southwark,,531870,179178,ISSUE WITH PAX  - NOW LEFT  -CLEAR,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 18:31,
,,9531332,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,18:32,18,6pm-10pm,9,,,,,193,ESSEX GARDENS - HAVERING,,,,,,,,,,Havering,,555052,188982,"3 MALES, GENERALLY BEING ANNOYING, NOW LEFT BUS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 18:33,
,,9531333,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,18:34,18,6pm-10pm,9,,,,,53,CHARLTON PARK ROAD - GREENWICH,,,,,,,,,,Greenwich,,541783,177872,"MALE PAX, AA 54, HAS SOILED HIMSELF ON BUS, URINE HAS SEEPED ALL OVER SEATS AND FLOOR, SEEMS INTOXICATED, REFUSING TO LEAVE BUS
DVR NEEDS TO TAKE BUS TO GARAGE TO GET BUS CLEANED",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 18:39,
,,9531338,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,18:41,18,6pm-10pm,9,,,,,53,"OLD KENT ROAD - SOUTHWARK, LEWISHAM",,,,,,,,,,Southwark,,534546,177770,Dvr broke mirror on tree at bus stop.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,26/11/2023 18:43,
,,9531346,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,18:52,18,6pm-10pm,9,,,,,192,WATERMEAD WAY - LONDON BOROUGH OF HARINGEY,,,,,,,,,,Haringey,,534488,189646,"Male refusing to leave.

19:03 - RECALL - PAX HAS LEFT, NO MPS - CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 19:04,
,,9531362,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,19:02,19,6pm-10pm,9,,,,,223,BRIDGE ROAD - BRENT,,,,,,,,,,Brent,,519372,186347,Male refusing to leave.,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 19:06,
,,9531365,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,19:06,19,6pm-10pm,9,,,,,121,GREEN LANES - ENFIELD,,,,,,,,,,Enfield,,531769,194097,N/B has the road partially blocked.  Waing for a better call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 19:13,
,,9531388,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,19:40,19,6pm-10pm,9,,,,,,[BLANK],,,,,,,,,,Greenwich,,539137,179809,4 year old boy - chinese - no desc available - nfd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 19:42,
,,9531417,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,20:03,20,6pm-10pm,9,,,,,W19,"HIGH ROAD - REDBRIDGE, BARKING AND DAGENHAM",,,,,,,,,,Redbridge,,544043,186578,"Male rough sleeper

Clear on recall, the male has left the bus.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 20:08,
,,9531444,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,20:31,20,6pm-10pm,9,,,,,279,"HERTFORD ROAD HIGH STREET - ENFIELD, HERTFORDSHIRE",,,,,,,,,,Enfield,,535233,196080,"male  30  ic2  -  abusive , punching the screen , refuse to pay",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,26/11/2023 20:40,
,,9531447,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,20:35,20,6pm-10pm,9,,,,,36,"HARROW ROAD - BRENT, CITY OF WESTMINSTER, KENSINGTON AND CHELSEA...",,,,,,,,,,Westminster,,525252,182024,"4 MALES HAVE FORCED THEMSELVES ON THE BUS REFUSING TO LEAVE ALSO KICKING THE CAB DOORS 

RECALL ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 20:37,
,,9531455,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,20:43,20,6pm-10pm,9,,,,,243,STAMFORD HILL - HACKNEY,,,,,,,,,,Hackney,,533655,186773,Verbally,FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 20:44,
,,9531468,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,20:59,20,6pm-10pm,9,,,,,131,FAIRFIELD NORTH - KINGSTON UPON THAMES,,,,,,,,,,Kingston upon Thames,,518351,169281,"Elderly IC3 male refusing to leave the bus. Conscious and breathing, he says wants an ambulance as he has no-where to go.

2106hrs, drv requesting MPS as the male is prentending to sleep",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 21:10,
,,9531488,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,21:32,21,6pm-10pm,9,,,,,204,WATLING AVENUE - BARNET,,,,,,,,,,Barnet,,520820,191064,"3 youths causing s disturbance on the bus

Bus moving on GIS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 21:34,
,,9531489,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,21:32,21,6pm-10pm,9,,,,,E7,HAVEN GREEN - EALING,,,,,,,,,,Ealing,,517897,180926,"man 30 asian   refuse to leave last stop  

recall -  clear",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 21:35,
,,9531490,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,21:35,21,6pm-10pm,9,,,,,,LOWER MARSH - LAMBETH,,,,,,,,,,Lambeth,,530979,179570,"14 yer old white female. Missing since 2055hrs today. No Oyster

5 foot 4, slim build, blonde straight hair, glasses

Grey hoodie, black leggings, black nike trainers and a purple bag.

At risk of drug taking

NO FURTHER CALLS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,27/11/2023 02:09,
,,9531491,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,21:35,21,6pm-10pm,9,,,,,37,EAST DULWICH GROVE - SOUTHWARK,,,,,,,,,,Southwark,,533670,175147,MALE ON THE BUS REFUSING TO PAY OR LEAVE ALSO BEING VERBALLY ABUSIVE,FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 21:43,
,,9531504,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,21:50,21,6pm-10pm,9,,,,,74,PORTMAN STREET - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,528054,181040,Stop No 450   can be re-open as works complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 22:13,
,,9531508,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,21:54,21,6pm-10pm,9,,,,,427,"UXBRIDGE ROAD THE BROADWAY - EALING, HILLINGDON",,,,,,,,,,Ealing,,512591,180413,"abusive  male / female   -  poor tx   

recall -  clear",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,26/11/2023 22:04,
,,9531510,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,22:00,22,10pm-2am,9,,,,,333,"MITCHAM LANE - WANDSWORTH, LAMBETH",,,,,,,,,,Lambeth,,529919,171567,"CCTV 4514 MALE ON THE BUS TRYING TO FIGHT OTHER PAX 
RECALL ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 22:09,
,,9531514,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,22:06,22,10pm-2am,9,,,,,59,BRIXTON ROAD - LAMBETH,,,,,,,,,,Lambeth,,531058,175528,"2x males smoking/drinking on the bus

Clear on recall",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 22:09,
,,9531534,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,22:41,22,10pm-2am,9,,,,,147,PRINCE REGENT LANE - NEWHAM,,,,,,,,,,Newham,,540895,182682,"10  x  aa 35   asian  family  , standing in front of bus   refusoing to move  

cctv  2314",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 22:44,
,,9531536,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,22:44,22,10pm-2am,9,,,,,104,[BLANK],,,,,,,,,,Newham,,543018,181494,[BLANK],DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 22:44,
,,9531554,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,23:16,23,10pm-2am,9,,,,,,[BLANK],,,,,,,,,,Kensington and Chelsea,,526353,177736,"WHITE FEM AA 13 4FT VERY SLIM BUILD SHORT BRUNETT HAIR LIGHT GREY COAT GREY TARCKSUIT BOTTOMS BLACK CROCS 

MISSING SINCE 1500hrs 


NO FURTHER CALLS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 02:09,
,,9531557,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,23:19,23,10pm-2am,9,,,,,115,RANCLIFFE ROAD - NEWHAM,,,,,,,,,,Newham,,542738,182996,"2 x female   hoodie jumper  ,   purple trousers    -  drunk  

aa20    standing in front of the bus 

2340hrs, still awaiting MPS.

NO FURTHER CALLS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 02:09,
,,9531567,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,23:47,23,10pm-2am,9,,,,,189,"ABBEY ROAD - CAMDEN, CITY OF WESTMINSTER",,,,,,,,,,Camden,,525807,183892,"possible  female  jumper    sitting on railway bridge   -   ic1 black  clothing     with  bottle of alcohol  

member of public already called in  

Routes Affected: 139, 189

139 - Southbound from West End Lane junction of Quex Road divert R Que",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 00:03,
,,9531569,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,23:58,23,10pm-2am,9,,,,,86,ROMFORD ROAD - NEWHAM,,,,,,,,,,Newham,,543137,186127,"MALE PAX REFUSING TO PAY OR LEAVE ALSO BEING VERBALLY ABUSIVE TO DVR 
RECALL ALL CLEAR",FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,26/11/2023 00:01,
,,9531574,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,00:16,0,10pm-2am,9,,,,,236,EASTWAY - HACKNEY,,,,,,,,,,Hackney,,536703,184920,"male 20  ic3 
female 20  ic3 

stopping bus from moving  -  poor comminication skills from driver  

recall  -  clear",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,27/11/2023 00:32,
,,9531579,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,00:33,0,10pm-2am,9,,,,,321,SEVENOAKS WAY - LONDON BOROUGH OF BROMLEY,,,,,,,,,,Bromley,,547038,169907,[BLANK],DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 00:43,
,,9531580,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,00:38,0,10pm-2am,9,,,,,176,"CHARING CROSS ROAD - CITY OF WESTMINSTER, CAMDEN",,,,,,,,,,Westminster,,529985,180818,male ic3  hooded top  40,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 00:44,
,,9531598,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,01:09,1,10pm-2am,9,,,,,,BRIDPORT ROAD - CROYDON,,,,,,,,,,Croydon,,531509,168754,"77 year old white male, missing 0930hrs yesterday morning.

5 foot 5 tall, grey hair, 

black leaher jacket, blue jeans, brown boots, 
NO FURTHER CALLS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 04:33,
,,9531599,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,01:10,1,10pm-2am,9,,,,,N26,WHITEHALL - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,530084,180231,IC3  ABUSIVE 40  -  MALE,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,26/11/2023 01:11,
,,9531601,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,01:12,1,10pm-2am,9,,,,,N8,ROMAN ROAD - TOWER HAMLETS,,,,,,,,,,Tower Hamlets,,535034,182736,"MALE ON THE BUS REFSUING TO PAY OR LEAVE 
RECALL ALL CLEAR",FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 01:13,
,,9531604,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,01:26,1,10pm-2am,9,,,,,,[BLANK],,,,,,,,,,Brent,,519373,186347,"ABUSIVE MALE 30 IC3   ENTERED REAR DOORS  

Clear on recall",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,27/11/2023 01:38,
,,9531609,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,01:32,1,10pm-2am,9,,,,,139,[BLANK],,,,,,,,,,Barnet,,525227,187440,"MALE IC1 30   REFUSE TO ALIGHT  

RECALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,27/11/2023 01:35,
,,9531611,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,01:38,1,10pm-2am,9,,,,,133,"HIGH HOLBORN - CAMDEN, CITY OF LONDON",,,,,,,,,,Camden,,530778,181584,"Drunk male sleeper
0220-MPS ASKING IF STILL REQ CALLED OP WAS ADVISED STILL REQ RTPC UPDATED",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,27/11/2023 03:02,
,,9531620,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,02:03,2,2am-6am,9,,,,,,KINGSLAND HIGH STREET - HACKNEY,,,,,,,,,,Hackney,,533552,185287,Stop No 1113  CAN BE RE-OPEN AS WORKS COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 07:10,
,,9531627,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,02:27,2,2am-6am,9,,,,,N25,BROADWAY - NEWHAM,,,,,,,,,,Newham,,538953,184353,"MALE IC3 35  THREATENING DRIVER  -  POOR TX  
RECALL ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,27/11/2023 02:41,
,,9531630,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,02:42,2,2am-6am,9,,,,,N2,MELCOMBE PLACE - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,527541,182069,[BLANK],DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 02:43,
,,9531633,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,03:06,3,2am-6am,9,,,,,N28,ADELAIDE ROAD - CAMDEN,,,,,,,,,,Camden,,526773,184137,"2 PPL FIGHTING ON THE BUS, CLEAR ON CALL 
0309-RECALL ALL CLEAR I PERSONS PHONE WAS STOLEN IN THE FIGHT, ADVISED TO GIVE THEM THE BUS DETAILS AND ASKED THEM TO REPORT LOCALLY",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 03:10,
,,9531637,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,04:04,4,2am-6am,9,,,,,N87,ALDWYCH - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,530826,181061,"Male sleeper
RECALL ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 04:33,
,,9531641,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,04:39,4,2am-6am,9,,,,,158,ALBERT CRESCENT - WALTHAM FOREST,,,,,,,,,,Waltham Forest,,537343,192825,"Male rough sleeper
RECALL ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 05:31,
,,9531643,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,04:49,4,2am-6am,9,,,,,N343,"NEW CROSS ROAD - LEWISHAM, SOUTHWARK",,,,,,,,,,Lewisham,,536005,176862,"Verbally abusive male refusing to leace the bus.
RECALL ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,26/11/2023 05:04,
,,9531668,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,05:07,5,2am-6am,9,,,,,N9,[BLANK],,,,,,,,,,Hillingdon,,505000,175891,"Rough sleeper

Drv called MPS direct, Code Red not working",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,26/11/2023 05:09,
,,9531673,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,05:13,5,2am-6am,9,,,,,21,"CAMDEN ROAD - CAMDEN, ISLINGTON",,,,,,,,,,Islington,,530531,185703,"MALE SLEEPER  ,  DRUNK  18 IC1    

RECALL -  NO TX  
recall  -  still waiting  , no unit  /  change over   RTPC WILL RE-CIRCULATE",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 06:33,
,,9531678,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,05:27,5,2am-6am,9,,,,,2,MELCOMBE PLACE - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,527541,182069,"MALE SLEEPING ON THE BUS REFUSING TO LEAVE 
GIS BUS ON THE MOVE",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 07:01,
,,9531719,,,DIR,,,,,,,,27/11/2023,26/11/2023,2023,NOVEMBER,SUNDAY,05:59,5,2am-6am,9,,,,,468,KNIGHT'S HILL - LAMBETH,,,,,,,,,,Lambeth,,531847,171879,"Bus Stop ST JULIAN''S FARM ROAD 
Stop No 13339   CAN BE RE-OPEN AS WORKS COMPLETE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 06:08,
